"IdCandidatoWeb","Candidato","Partido","TemaCodigo","Tema","PropuestaCorta","PropuestaDetalle","Fuentes","CantidadFuentes","FuenteDataset"
"rs","Roberto Sánchez","Juntos por el Perú","mineria","Mineria","Consulta previa y contratos más redistributivos.","","","0","https://candidatosperu2026.neocities.org/"
"rs","Roberto Sánchez","Juntos por el Perú","produccion","Produccion","Apoyo a cooperativas y economía popular.","","","0","https://candidatosperu2026.neocities.org/"
"rs","Roberto Sánchez","Juntos por el Perú","economia","Economia","Estado activo.","","","0","https://candidatosperu2026.neocities.org/"
"rs","Roberto Sánchez","Juntos por el Perú","social","Social","Progresista.","","","0","https://candidatosperu2026.neocities.org/"
"apra","Jorge del Castillo","Partido Aprista Peruano","seguridad","Seguridad","“Política de Estado” contra el crimen; coordinación interinstitucional.","Aborda la seguridad como política de Estado, con articulación intersectorial e inteligencia. No se halló plan vigente firmado por él con medidas específicas.","https://acuerdonacional.pe/politicas-de-estado-del-acuerdo-nacional/politicas-de-estado/politicas-de-estado-castellano/","1","https://candidatosperu2026.neocities.org/"
"apra","Jorge del Castillo","Partido Aprista Peruano","educacion","Educacion","Énfasis en calidad docente e infraestructura (antecedentes 2006–2011).","Continuidad de evaluación docente, infraestructura y aprendizajes durante el gobierno 2006–2011 del que fue premier (balance académico independiente).","https://cies.org.pe/wp-content/uploads/2022/09/251.-La-politica-educativa-durante-el-primer-ano-del-gobierno-aprista.pdf","1","https://candidatosperu2026.neocities.org/"
"apra","Jorge del Castillo","Partido Aprista Peruano","mineria","Mineria","Estabilidad jurídica y gestión de conflictos desde PCM (2006–2008).","Énfasis en estabilidad jurídica, cumplimiento ambiental y gestión de conflictos desde la PCM en su periodo.","https://cde.3.elcomercio.pe/doc/0/1/2/8/9/1289274.pdf","1","https://candidatosperu2026.neocities.org/"
"apra","Jorge del Castillo","Partido Aprista Peruano","produccion","Produccion","Formalización, MYPE y competitividad (planes programáticos).","Formalización y apoyo a MYPE; comparación de planes 2016–2021 frente a Políticas de Estado del Acuerdo Nacional.","https://acuerdonacional.pe/wp-content/uploads/2016/03/Politicas-de-Estado-y-Planes-de-Gobierno-2016_2021.pdf; https://cde.3.elcomercio.pe/doc/0/1/2/8/9/1289274.pdf","2","https://candidatosperu2026.neocities.org/"
"apra","Jorge del Castillo","Partido Aprista Peruano","economia","Economia","Estabilidad macro + programas sociales (Acuerdo Nacional).","Crecimiento con estabilidad macro y justicia social en el marco de Políticas de Estado (competitividad, descentralización).","https://acuerdonacional.pe/wp-content/uploads/2024/01/Politicas_de_Estado_2023.pdf","1","https://candidatosperu2026.neocities.org/"
"apra","Jorge del Castillo","Partido Aprista Peruano","social","Social","Programas focalizados e integridad pública (planes programáticos).","Programas focalizados y ética pública dentro de marcos programáticos y Políticas de Estado.","https://acuerdonacional.pe/politicas-de-estado-del-acuerdo-nacional/politicas-de-estado/politicas-de-estado-castellano/","1","https://candidatosperu2026.neocities.org/"
"avanza","Phillip Butters","Avanza País","seguridad","Seguridad","Propone pena de muerte para delitos graves.","Plantea restituir/impulsar la pena de muerte para delitos graves (entrevista en N Portada de Canal N).","https://canaln.pe/actualidad/phillip-butters-propone-pena-muerte-y-privatizar-petroperu-n487717; https://www.facebook.com/canalnoficial/posts/en-nportada-el-precandidato-de-avanza-pa%C3%ADs-phillip-butters-se-defini%C3%B3-como-de-ce/844928491418393/","2","https://candidatosperu2026.neocities.org/"
"avanza","Phillip Butters","Avanza País","educacion","Educacion","Sin fuente confiable pública específica a la fecha.","No se identificó propuesta educativa desarrollada en documento o entrevista verificable con detalles programáticos. (Sin fuente confiable pública específica).","","0","https://candidatosperu2026.neocities.org/"
"avanza","Phillip Butters","Avanza País","mineria","Mineria","Amnistía tributaria focalizada para pequeños mineros formalizados.","Propone una amnistía tributaria para pequeños mineros y mineros artesanales formalizados, reducción de trámites y “pelear” contra obstáculos ambientales que considera excesivos (Rumbo Minero TV).","https://www.rumbominero.com/peru/noticias/mineria/amnistia-tributaria-minero-propuestas-gobierno-phillip-butters/; https://www.facebook.com/rumbominero/videos/rmtv-%EF%B8%8F-el-candidato-presidencial-phillip-butters-propone-una-amnist%C3%ADa-tributaria/1301602834977484/","2","https://candidatosperu2026.neocities.org/"
"avanza","Phillip Butters","Avanza País","produccion","Produccion","Sin fuente confiable pública específica a la fecha.","No se hallaron lineamientos productivos detallados en fuente primaria/seria específica distinta de lo económico. (Sin fuente confiable pública específica).","","0","https://candidatosperu2026.neocities.org/"
"avanza","Phillip Butters","Avanza País","economia","Economia","Privatizar Petroperú; abrir capital de Sedapal.","Anuncia privatizar Petroperú para enfrentar el déficit y abrir el capital de Sedapal para atraer inversión (entrevista Canal N; réplica en medios).","https://canaln.pe/actualidad/phillip-butters-propone-pena-muerte-y-privatizar-petroperu-n487717; https://www.facebook.com/canalnoficial/videos/en-nportada-el-precandidato-por-avanza-pa%C3%ADs-phillip-butters-propuso-privatizar-p/1239829684830674/; https://caretas.pe/politica/phillip-butters-plantea-pena-de-muerte-y-privatizar-petroperu-en-su-plan-de-gobierno/","3","https://candidatosperu2026.neocities.org/"
"avanza","Phillip Butters","Avanza País","social","Social","Se define provida y profamilia.","Se presenta como “provida y profamilia” (declaración pública en Canal N).","https://canaln.pe/actualidad/phillip-butters-propone-pena-muerte-y-privatizar-petroperu-n487717","1","https://candidatosperu2026.neocities.org/"
"morado","Mesías Guevara","Partido Morado","seguridad","Seguridad","Prevención, reestructurar la PNP y consejos macroregionales de seguridad.","Plantea prevención, reestructurar la PNP y crear/consolidar consejos macroregionales de seguridad; participación de juntas vecinales y rondas; inteligencia y coordinación interinstitucional.","https://mesias.pe/articulos/que-podemos-hacer-ante-la-violencia-extrema-y-la-inseguridad-ciudadana-en-el-peruque-podemos-hacer-ante-la-violencia-extrema-y-la-inseguridad-ciudadana-en-el-peru/; https://mesias.pe/articulos/de-la-region-para-la-nacion/; https://mesias.pe/articulos/crimen-organizado-vs-estado-desorganizado/","3","https://candidatosperu2026.neocities.org/"
"morado","Mesías Guevara","Partido Morado","educacion","Educacion","Proyecto Educativo Regional y cierre de brecha digital; fortalecimiento de educación pública.","Impulsa educación pública de calidad y agenda digital: Proyecto Educativo Regional Cajamarca al 2036 durante su gestión; propone cerrar brecha digital y actualizar marco de telecomunicaciones para inclusión.","https://mesias.pe/wp-content/uploads/11-Proyecto-Regional-Educativo-de-Cajamarca.pdf; https://mesias.pe/articulos/como-cerrar-la-brecha-digital/","2","https://candidatosperu2026.neocities.org/"
"morado","Mesías Guevara","Partido Morado","mineria","Mineria","Conga inviable/suspendido; énfasis en cumplimiento ambiental y gestión de conflictos.","Como autoridad regional, sostuvo que el proyecto Conga es inviable/suspendido hasta cumplir condiciones; énfasis en legalidad, aspecto técnico-social y ambiental.","https://portal.regioncajamarca.gob.pe/noticias/mes-guevara-or-036-es-legal-y-leg-tima-y-conga-es-inviable; https://www.facebook.com/elcomercio.pe/videos/mes%C3%ADas-guevara-amasifu%C3%A9n-en-cajamarca-hay-m%C3%A1s-que-conga/1926627007435834/","2","https://candidatosperu2026.neocities.org/"
"morado","Mesías Guevara","Partido Morado","produccion","Produccion","Políticas regionales para agricultura familiar, orgánicos y gestión del agua.","Promoción de agricultura familiar y producción orgánica; gestión del agua para fines productivos; articulación institucional. (Lineamientos regionales documentados en su gestión).","https://mesias.pe/wp-content/uploads/17-Politica-Regional-para-el-Desarrollo-Agrario-Ganadero-y-Forestal-de-Cajamarca.pdf","1","https://candidatosperu2026.neocities.org/"
"morado","Mesías Guevara","Partido Morado","economia","Economia","Gestión de inversión pública orientada a cerrar brechas; fortalecimiento de capacidades y control.","Enfoque de inversión pública para cerrar brechas con mejor formulación/ejecución y control; fortalecimiento de capacidades y transparencia (documento técnico y pedidos de control).","https://mesias.pe/wp-content/uploads/MITOS-Y-VERDADES-DISENO-FINAL-1.pdf; https://www.regioncajamarca.gob.pe/portal/noticias/det/829","2","https://candidatosperu2026.neocities.org/"
"morado","Mesías Guevara","Partido Morado","social","Social","Cohesión social, anticorrupción y participación ciudadana.","Cohesión social y ética pública; fortalecer el Acuerdo Nacional y políticas de Estado vinculantes; participación ciudadana y lucha anticorrupción.","https://mesias.pe/articulos/por-un-peru-justo-libre-y-solidario/; https://mesias.pe/articulos/de-la-region-para-la-nacion/","2","https://candidatosperu2026.neocities.org/"
"perulibre","Waldemar Cerrón","Perú Libre","seguridad","Seguridad","Lineamientos generales: coordinación interinstitucional y lucha contra crimen organizado; sin plan sectorial detallado firmado por él en 2024–2025.","En espacios institucionales y partidarios plantea enfrentar crimen organizado con coordinación del Estado y reforma legal; no se halló un plan sectorial específico firmado por él (2024–2025).","https://waldemarcerron.com/; https://www.youtube.com/watch?v=-baCMjjyqg8","2","https://candidatosperu2026.neocities.org/"
"perulibre","Waldemar Cerrón","Perú Libre","educacion","Educacion","Sin propuesta programática propia con metas verificables publicada 2024–2025; el ideario partidario prioriza acceso y calidad con rol del Estado.","No se encontró documento propio con metas y presupuesto del candidato (2024–2025). El referente es el ideario/programa de Perú Libre que prioriza educación pública y ciencia.","https://perulibre.pe/wp-content/uploads/2024/11/IDEARIO-Y-PROGRAMA-2024.pdf","1","https://candidatosperu2026.neocities.org/"
"perulibre","Waldemar Cerrón","Perú Libre","mineria","Mineria","Impulsa PL 8342/2023-CR que modifica el D.L. 1106 (lavado de activos) en contexto de minería ilegal; debate y predictamen en Comisión de Justicia 2024–2025.","Presentó el PL 8342/2023-CR para modificar el D.L. 1106 (lavado de activos) en el marco de minería ilegal y crimen organizado; hubo predictamen en 2024–2025 y cobertura amplia del debate.","https://wb2server.congreso.gob.pe/spley-portal-service/archivo/MjAyNjkw/pdf; https://es.scribd.com/document/841249408/5-4-Predictamen-PL-8342-Lavado-de-Activos; https://www.rumbominero.com/peru/noticias/mineria/mineria-ilegal-8/; https://elcomercio.pe/politica/nuevo-intento-por-favorecer-a-la-mineria-ilegal-en-el-congreso-los-peligros-de-la-iniciativa-promovida-por-waldemar-cerron-noticia/","4","https://candidatosperu2026.neocities.org/"
"perulibre","Waldemar Cerrón","Perú Libre","produccion","Produccion","Sin documento propio con medidas específicas 2024–2025; línea partidaria: industrialización con Estado promotor.","Sin lineamientos productivos detallados propios localizados en 2024–2025. El marco partidario habla de impulso industrial con Estado promotor.","https://perulibre.pe/wp-content/uploads/2024/11/IDEARIO-Y-PROGRAMA-2024.pdf","1","https://candidatosperu2026.neocities.org/"
"perulibre","Waldemar Cerrón","Perú Libre","economia","Economia","Marco partidario: economía con mayor intervención estatal en sectores estratégicos y revisión del modelo; referencias al Ideario 2024.","Se remite al ideario: mayor intervención estatal en sectores estratégicos, revisión de concesiones y rol de empresas públicas.","https://perulibre.pe/propuesta-politica-ideologica-y-programatica-del-partido-politico-nacional-peru-libre/","1","https://candidatosperu2026.neocities.org/"
"perulibre","Waldemar Cerrón","Perú Libre","social","Social","Ejes partidarios: combate a desigualdad, servicios públicos, nueva Constitución; propuestas específicas del candidato no publicadas con detalle técnico reciente.","Prioriza nueva Constitución y políticas sociales con énfasis en servicios públicos; no hay plan social propio reciente con indicadores.","https://perulibre.pe/wp-content/uploads/2024/11/IDEARIO-Y-PROGRAMA-2024.pdf; https://perulibre.pe/wp-content/uploads/2025/07/PERU-LIBRE-JULIO-2025.pdf","2","https://candidatosperu2026.neocities.org/"
"venceremos","Ronald Atencio","Alianza Venceremos","seguridad","Seguridad","Propone “reforma de la Policía y las FFAA”.","Ha señalado en actividades partidarias que impulsará la reforma de la Policía y de las Fuerzas Armadas.","https://x.com/RonaldAtencio","1","https://candidatosperu2026.neocities.org/"
"venceremos","Ronald Atencio","Alianza Venceremos","educacion","Educacion","Sin fuente confiable pública específica a la fecha.","No se identificó un documento o entrevista con propuestas educativas detalladas, metas y presupuesto atribuibles directamente al candidato.","","0","https://candidatosperu2026.neocities.org/"
"venceremos","Ronald Atencio","Alianza Venceremos","mineria","Mineria","Sin fuente confiable pública específica a la fecha.","No hay lineamientos mineros específicos del candidato con detalle técnico verificable en 2024–2025.","","0","https://candidatosperu2026.neocities.org/"
"venceremos","Ronald Atencio","Alianza Venceremos","produccion","Produccion","Sin fuente confiable pública específica a la fecha.","No se hallaron propuestas productivas sectoriales propias con sustento documental público.","","0","https://candidatosperu2026.neocities.org/"
"venceremos","Ronald Atencio","Alianza Venceremos","economia","Economia","Sin fuente confiable pública específica a la fecha.","No existe a la fecha un plan económico firmado por el candidato publicado en repositorio oficial o medio serio.","","0","https://candidatosperu2026.neocities.org/"
"venceremos","Ronald Atencio","Alianza Venceremos","social","Social","Sin fuente confiable pública específica a la fecha.","No se ubicaron propuestas sociales detalladas del candidato con indicadores y cronograma.","","0","https://candidatosperu2026.neocities.org/"
"fte","Napoleón Becerra García","Frente de los Trabajadores y Emprendedores (PTE)","seguridad","Seguridad","Sin documento programático sectorial propio con metas verificables publicado (2024–2025).","No se encontró un plan sectorial firmado por el candidato con medidas, metas y presupuesto.","","0","https://candidatosperu2026.neocities.org/"
"fte","Napoleón Becerra García","Frente de los Trabajadores y Emprendedores (PTE)","educacion","Educacion","Sin fuente pública específica con plan detallado (2024–2025).","No hay propuesta educativa desarrollada atribuible a Becerra en fuente oficial/seria con detalle técnico.","","0","https://candidatosperu2026.neocities.org/"
"fte","Napoleón Becerra García","Frente de los Trabajadores y Emprendedores (PTE)","mineria","Mineria","Sin propuesta sectorial propia publicada con indicadores (2024–2025).","No se halló documento propio del candidato con lineamientos específicos para el sector minero.","","0","https://candidatosperu2026.neocities.org/"
"fte","Napoleón Becerra García","Frente de los Trabajadores y Emprendedores (PTE)","produccion","Produccion","Sin lineamientos productivos propios con metas y cronograma en fuente oficial (2024–2025).","Sin lineamientos productivos propios publicados; el PTE difunde ideario general.","https://pte.pe/","1","https://candidatosperu2026.neocities.org/"
"fte","Napoleón Becerra García","Frente de los Trabajadores y Emprendedores (PTE)","economia","Economia","Sin plan económico firmado por el candidato en repositorio oficial (2024–2025).","Sin plan económico propio publicado en repositorio oficial; el partido presenta estatuto/ideario.","https://pte.pe/documentos/","1","https://candidatosperu2026.neocities.org/"
"fte","Napoleón Becerra García","Frente de los Trabajadores y Emprendedores (PTE)","social","Social","En documentos PTE se prioriza “inclusión y lucha contra la pobreza”; no hay plan social propio con KPIs.","El PTE difunde principios de democracia popular e inclusión; no hay plan social con KPIs firmado por el candidato.","https://pte.pe/","1","https://candidatosperu2026.neocities.org/"
"rb","Rafael Belaúnde","Libertad Popular","seguridad","Seguridad","Tecnología y refuerzo PNP.","","","0","https://candidatosperu2026.neocities.org/"
"rb","Rafael Belaúnde","Libertad Popular","educacion","Educacion","Meritocracia y calidad.","","","0","https://candidatosperu2026.neocities.org/"
"rb","Rafael Belaúnde","Libertad Popular","mineria","Mineria","Reglas claras y estabilidad.","","","0","https://candidatosperu2026.neocities.org/"
"rb","Rafael Belaúnde","Libertad Popular","produccion","Produccion","Clima de negocios.","","","0","https://candidatosperu2026.neocities.org/"
"rb","Rafael Belaúnde","Libertad Popular","economia","Economia","Promercado.","","","0","https://candidatosperu2026.neocities.org/"
"rb","Rafael Belaúnde","Libertad Popular","social","Social","Moderado.","","","0","https://candidatosperu2026.neocities.org/"
"sicreo","Carlos Espá","Sí Creo","seguridad","Seguridad","Cárceles de máxima seguridad sin visitas; audiencias por Zoom; privatizar monitoreo de cámaras; revalorar PNP y FF.AA.","Plantea seis penales de máxima seguridad (incl. El Frontón), sin visitas; audiencias por Zoom; privatización del sistema de cámaras para control dentro de cárceles; revaloración de PNP/FF.AA.","https://peru21.pe/politica/carlos-espa-la-democracia-ha-sido-boba-negligente-indolente-e-insensible/; https://sicreo.org.pe/nuestros-10-mandamientos/","2","https://candidatosperu2026.neocities.org/"
"sicreo","Carlos Espá","Sí Creo","educacion","Educacion","Bonos educativos condicionados para introducir competencia mientras mejora la escuela pública.","Propone bonos educativos condicionados para forzar competencia y mejora de la educación pública.","https://peru21.pe/politica/carlos-espa-la-democracia-ha-sido-boba-negligente-indolente-e-insensible/","1","https://candidatosperu2026.neocities.org/"
"sicreo","Carlos Espá","Sí Creo","mineria","Mineria","No hay plan sectorial publicado; sí énfasis en combatir minería ilegal dentro de una agenda de seguridad.","No hay documento programático propio con metas/indicadores sobre minería; ha vinculado seguridad con control de economías ilegales (minería ilegal).","https://peru21.pe/politica/carlos-espa-la-democracia-ha-sido-boba-negligente-indolente-e-insensible/","1","https://candidatosperu2026.neocities.org/"
"sicreo","Carlos Espá","Sí Creo","produccion","Produccion","Conectividad e irrigación para potenciar agroexportación; infraestructura como motor productivo.","Eje de infraestructura (carreteras, irrigación) para dinamizar producción y convertir la sierra en potencia agroexportadora.","https://peru21.pe/politica/carlos-espa-la-democracia-ha-sido-boba-negligente-indolente-e-insensible/","1","https://candidatosperu2026.neocities.org/"
"sicreo","Carlos Espá","Sí Creo","economia","Economia","Eliminar incentivos a la corrupción; formalización con 1 punto del IGV directo a pensiones; romper monopolio de Sedapal (no privatización obligatoria); cláusula dorada en energía.","“Secar el pozo de la corrupción” (menos trámites, exoneraciones y privilegios); formalización con 1 punto del IGV a la cuenta de pensión; romper monopolio de Sedapal sin privatización obligatoria; en energía, “cláusula dorada” para evitar concentración.","https://peru21.pe/politica/carlos-espa-la-democracia-ha-sido-boba-negligente-indolente-e-insensible/","1","https://candidatosperu2026.neocities.org/"
"sicreo","Carlos Espá","Sí Creo","social","Social","Derechos a agua e internet como base de inclusión; reducción de trámites y privilegios que afectan servicios.","Derecho universal a internet y acceso a agua/saneamiento como prioridad de inclusión social.","https://peru21.pe/politica/carlos-espa-la-democracia-ha-sido-boba-negligente-indolente-e-insensible/","1","https://candidatosperu2026.neocities.org/"
"accionpopula","Alfredo Barnechea","Acción Popular","seguridad","Seguridad","No se ubicó documento sectorial propio reciente (2024–2025) con metas verificables.","No se encontró un plan específico firmado por el candidato para 2024–2025 con medidas y presupuesto. (Sin fuente pública sectorial reciente).","","0","https://candidatosperu2026.neocities.org/"
"accionpopula","Alfredo Barnechea","Acción Popular","educacion","Educacion","Estado de bienestar con educación pública de calidad; evaluaciones y cierre de brechas (plan 2016–2021).","Propone un “Estado de bienestar” con educación pública de calidad y metas de cierre de brechas; prioriza docentes, infraestructura y resultados de aprendizaje.","https://bitacora.jomra.es/wp-content/uploads/2016/01/pg-AP-2016.pdf","1","https://candidatosperu2026.neocities.org/"
"accionpopula","Alfredo Barnechea","Acción Popular","mineria","Mineria","Pro minería con reglas claras; plantea que “todo es renegociable” (Conga, Tía María) y no condenar al país a “carecer de minería”.","Sostiene que no se puede “condenar al Perú a carecer de minería” y que los contratos (gas Camisea, Conga, Tía María) pueden renegociarse para resguardar el interés nacional.","https://rpp.pe/politica/elecciones/alfredo-barnechea-no-podemos-condenar-al-peru-a-carecer-de-mineria-noticia-948910; https://rpp.pe/politica/elecciones/alfredo-barnechea-renegociacion-del-gas-hara-respetar-intereses-del-peru-noticia-939760","2","https://candidatosperu2026.neocities.org/"
"accionpopula","Alfredo Barnechea","Acción Popular","produccion","Produccion","Industrialización: energía barata, infraestructura y políticas para valor agregado (plan 2016–2021).","Estrategia de industrialización: energía barata, impulso a infraestructura y encadenamientos productivos para diversificar más allá de materias primas.","https://bitacora.jomra.es/wp-content/uploads/2016/01/pg-AP-2016.pdf","1","https://candidatosperu2026.neocities.org/"
"accionpopula","Alfredo Barnechea","Acción Popular","economia","Economia","Bienestar social + disciplina macro; reforma del Estado y formalización (plan 2016–2021).","Crear un Estado de bienestar con disciplina macro, reforma del Estado, competencia y formalización; ampliar cobertura de salud y pensiones.","https://bitacora.jomra.es/wp-content/uploads/2016/01/pg-AP-2016.pdf; https://www.facebook.com/canalnoficial/videos/alfredo-barnechea-sobre-su-candidatura-con-acci%C3%B3n-popular/761426019730894/","2","https://candidatosperu2026.neocities.org/"
"accionpopula","Alfredo Barnechea","Acción Popular","social","Social","Derechos sociales universales: educación, salud, nutrición y pensiones (plan 2016–2021).","Piso de bienestar: educación y salud públicas, nutrición infantil y pensiones justas como ejes de cohesión social.","https://bitacora.jomra.es/wp-content/uploads/2016/01/pg-AP-2016.pdf","1","https://candidatosperu2026.neocities.org/"
"plg","Marisol Pérez Tello","Primero la Gente","seguridad","Seguridad","Critica la debilitación del marco legal contra el crimen organizado; propone coordinación interinstitucional, inteligencia y mejor diseño normativo.","Sostiene que el Congreso “se cargó” la legislación contra el crimen organizado; plantea recuperar un marco eficaz, con inteligencia y coordinación interinstitucional.","https://ojo-publico.com/entrevistas/perez-tello-congreso-se-cargo-legislacion-contra-crimen-organizado","1","https://candidatosperu2026.neocities.org/"
"plg","Marisol Pérez Tello","Primero la Gente","educacion","Educacion","Sin plan sectorial propio con metas y presupuesto publicado (2024–2025).","No se identificó documento programático propio con metas, cronograma y presupuesto atribuido a su precandidatura (2024–2025).","","0","https://candidatosperu2026.neocities.org/"
"plg","Marisol Pérez Tello","Primero la Gente","mineria","Mineria","Rechazo a la minería ilegal; pide corregir REINFO y cortar captura criminal.","Advierte infiltración criminal y uso perverso del REINFO; pide corregir el régimen y cortar el financiamiento de campañas desde economías ilegales.","https://www.facebook.com/canalnoficial/videos/marisol-p%C3%A9rez-tello-se-pronuncia-sobre-el-reinfo/895802035828869/","1","https://candidatosperu2026.neocities.org/"
"plg","Marisol Pérez Tello","Primero la Gente","produccion","Produccion","Sin lineamientos productivos detallados propios publicados (2024–2025).","No hay lineamientos productivos específicos propios localizados en 2024–2025 con indicadores verificables.","","0","https://candidatosperu2026.neocities.org/"
"plg","Marisol Pérez Tello","Primero la Gente","economia","Economia","Énfasis en integridad pública y eficiencia del gasto; sin plan macro propio publicado.","En entrevistas y trayectoria prioriza integridad del gasto y lucha anticorrupción; no publicó un plan macroeconómico propio con metas en 2024–2025.","https://rpp.pe/politica/gobierno/marisol-perez-tello-no-vamos-a-tolerar-mas-corrupcion-noticia-1026910","1","https://candidatosperu2026.neocities.org/"
"plg","Marisol Pérez Tello","Primero la Gente","social","Social","Institucionalidad, DD. HH. y servicios públicos como eje; sin matriz de metas propia publicada.","Plantea reconstruir confianza institucional y servicios públicos como base de cohesión; sin documento social propio con KPIs publicado.","https://www.youtube.com/watch?v=RF6pcpidAfY","1","https://candidatosperu2026.neocities.org/"
"ppp-hc","Herbert Caller","Partido Patriótico del Perú","seguridad","Seguridad","“Guerra contra la criminalidad”, coordinación PNP–FFAA; plantea pena de muerte y denunciar el Pacto de San José.","Declara “guerra contra la criminalidad”, propone coordinación operativa PNP–FFAA; en su ideario plantea pena de muerte para asesinatos y denunciar el Pacto de San José; reforma penal y cárceles productivas.","https://www.stereovilla.pe/detalles/1630; https://partidopatrioticodelperu.pe/ideario/#seguridad-interna-y-externa","2","https://candidatosperu2026.neocities.org/"
"ppp-hc","Herbert Caller","Partido Patriótico del Perú","educacion","Educacion","“Revolución educativa” con metodologías de súper aprendizaje, idiomas (quechua/inglés + tercero) y deporte.","Metodologías de súper aprendizaje; más sedes de UNI/UNMSM/UNALM en regiones; impulso al quechua y al deporte con entidad especializada.","https://partidopatrioticodelperu.pe/ideario/#educacion","1","https://candidatosperu2026.neocities.org/"
"ppp-hc","Herbert Caller","Partido Patriótico del Perú","mineria","Mineria","Sin plan minero específico publicado; enfoque general de control estatal de extracción y valor agregado.","No hay documento sectorial minero propio con metas y presupuesto. El ideario alude a “control efectivo de actividades de extracción” y estabilidad social/jurídica.","https://partidopatrioticodelperu.pe/ideario/","1","https://candidatosperu2026.neocities.org/"
"ppp-hc","Herbert Caller","Partido Patriótico del Perú","produccion","Produccion","Industrializar en todas las regiones; flota mercante, trenes y línea aérea de bandera; crédito MYPE.","Industrialización con valor agregado; creación de flota mercante, trenes y línea aérea de bandera; fomento de economía azul y control de importaciones de productos de “bandera nacional”.","https://partidopatrioticodelperu.pe/ideario/#trabajo-y-productividad","1","https://candidatosperu2026.neocities.org/"
