"IdCandidatoWeb","Candidato","Partido","TemaCodigo","Tema","PropuestaCorta","PropuestaDetalle","Fuentes","CantidadFuentes","FuenteDataset"
"ppp-hc","Herbert Caller","Partido Patriótico del Perú","economia","Economia","Mayor participación del Estado en sectores estratégicos con inversión privada operando; control de tasas y 2% del Presupuesto para MYPE.","Modelo con participación estatal accionaria en sectores estratégicos y operación privada; regulación de intereses; Crédito MYPE equivalente al 2% del Presupuesto Nacional.","https://partidopatrioticodelperu.pe/ideario/#trabajo-y-productividad; https://partidopatrioticodelperu.pe/ideario/#vision","2","https://candidatosperu2026.neocities.org/"
"ppp-hc","Herbert Caller","Partido Patriótico del Perú","social","Social","Lucha anticorrupción (polígrafo, impedimentos, evaluación toxicológica), protección a niños/mujeres y servicios de salud/nutrición.","Ejes de DD. HH. y familia; anticorrupción con imprescriptibilidad para delitos graves, uso de polígrafo a altos funcionarios y controles de idoneidad.","https://partidopatrioticodelperu.pe/ideario/#lucha-contra-la-corrupcion; https://partidopatrioticodelperu.pe/ideario/#vision","2","https://candidatosperu2026.neocities.org/"
"id-wg","Wolfgang Grozo","Integridad Democrática","seguridad","Seguridad","Plantea declarar una “guerra contra la criminalidad”, activar el Consejo de Seguridad Nacional y endurecer el marco penal.","Su eje es “guerra contra la criminalidad”: activar el Consejo de Seguridad Nacional, operaciones integradas y endurecer penas. Ha propuesto denunciar el Pacto de San José para habilitar medidas más severas; sostiene aplicar pruebas de polígrafo a altas autoridades y compras de defensa con control estricto. No se localiza un plan sectorial firmado por el candidato en 2024–2025 con metas, presupuesto y cronograma; el sustento público proviene de entrevistas y presentaciones.","https://altavoz.pe/politica/wolfgang-grozo-hay-que-denunciar-al-pacto-de-san-jose-para-la-guerra-contra-la-criminalidad-video/; https://peru21.pe/politica/wolfgang-grozo-costa-la-poblacion-asocia-fuerza-popular-y-app-con-corrupcion/","2","https://candidatosperu2026.neocities.org/"
"id-wg","Wolfgang Grozo","Integridad Democrática","educacion","Educacion","Sin plan sectorial propio 2024–2025 con metas y presupuesto publicado.","No se encontró documento programático propio 2024–2025 con metas, presupuesto y cronograma atribuible al candidato. Se deja constancia de ausencia de fuente confiable específica.","","0","https://candidatosperu2026.neocities.org/"
"id-wg","Wolfgang Grozo","Integridad Democrática","mineria","Mineria","Sin propuesta sectorial propia con indicadores verificables publicada.","No hay lineamientos mineros propios publicados con indicadores verificables (2024–2025). Se deja constancia.","","0","https://candidatosperu2026.neocities.org/"
"id-wg","Wolfgang Grozo","Integridad Democrática","produccion","Produccion","Sin lineamientos productivos nacionales con cronograma público.","No se hallaron propuestas productivas nacionales con detalle técnico, metas y cronograma publicadas por el candidato (2024–2025).","","0","https://candidatosperu2026.neocities.org/"
"id-wg","Wolfgang Grozo","Integridad Democrática","economia","Economia","Sin marco macro propio 2024–2025; énfasis general en eficiencia y control.","Sin marco macroeconómico propio publicado en 2024–2025; sus declaraciones priorizan integridad y control de gasto en adquisiciones del Estado.","https://peru21.pe/politica/wolfgang-grozo-costa-la-poblacion-asocia-fuerza-popular-y-app-con-corrupcion/","1","https://candidatosperu2026.neocities.org/"
"id-wg","Wolfgang Grozo","Integridad Democrática","social","Social","Conservador en valores; crítica a Agenda 2030 y a adopción por parejas del mismo sexo (declaraciones).","En entrevistas públicas ha señalado posiciones conservadoras en temas de familia y crítica a la Agenda 2030. No hay plan social propio con KPIs y presupuesto publicado en 2024–2025.","https://canalb.pe/noticias/baellatalks/partido-identidad-democratica-wolfgang-grozo-expone-sus-ideas-como-eventual-candidato-presidencial","1","https://candidatosperu2026.neocities.org/"
"pdup-cc","Charlie Carrasco Salazar","Partido Demócrata Unido Perú (PDUP)","seguridad","Seguridad","Promete “mano firme” y reordenamiento institucional; sin plan sectorial con metas públicas.","En redes y entrevistas, plantea “principio de autoridad”, operaciones coordinadas y tolerancia cero contra el crimen. No se ubicó un plan sectorial formal 2024–2025 con metas, presupuesto y cronograma firmado por el candidato. El sustento disponible es discursivo en plataformas oficiales del partido y del propio candidato.","https://www.facebook.com/CharlieCarrascoOficial/; https://www.facebook.com/PartidoDemocrataUnidoPeru/videos/%EF%B8%8F-video-el-dr-charlie-carrasco-salazar-presidente-del-partido-dem%C3%B3crata-unido-pe/1326978285322958/","2","https://candidatosperu2026.neocities.org/"
"pdup-cc","Charlie Carrasco Salazar","Partido Demócrata Unido Perú (PDUP)","educacion","Educacion","Mensajes sobre disciplina y mejora docente; sin documento programático verificable.","Mensajes generales sobre disciplina, calidad y gestión educativa desde entrevistas; no hay documento programático propio con metas y presupuesto 2024–2025 publicado por el candidato o el partido.","https://www.youtube.com/watch?v=6RFLAA5BpJA","1","https://candidatosperu2026.neocities.org/"
"pdup-cc","Charlie Carrasco Salazar","Partido Demócrata Unido Perú (PDUP)","mineria","Mineria","Sin propuesta sectorial propia con indicadores publicada.","No se encontró propuesta minera detallada (metas, cronograma, presupuesto) publicada por el candidato o el partido en 2024–2025.","","0","https://candidatosperu2026.neocities.org/"
"pdup-cc","Charlie Carrasco Salazar","Partido Demócrata Unido Perú (PDUP)","produccion","Produccion","Habla de industrialización y empleo; sin cronograma y presupuesto públicos.","El discurso menciona “industrialización” y empleo, pero sin un plan productivo formal con indicadores verificables disponibles al público.","https://www.facebook.com/CharlieCarrascoOficial/videos/limpios/1167815652070065/","1","https://candidatosperu2026.neocities.org/"
"pdup-cc","Charlie Carrasco Salazar","Partido Demócrata Unido Perú (PDUP)","economia","Economia","Sin marco macro propio 2024–2025; énfasis general en formalización y eficiencia.","No hay marco macroeconómico propio publicado en 2024–2025. El énfasis declarado es anticorrupción, formalización y eficiencia en el gasto.","https://www.facebook.com/CharlieCarrascoOficial/","1","https://candidatosperu2026.neocities.org/"
"pdup-cc","Charlie Carrasco Salazar","Partido Demócrata Unido Perú (PDUP)","social","Social","Sin plan social con KPIs publicado; discurso de valores y anticorrupción.","Mensajes de valores, integridad y lucha anticorrupción; no existe un plan social con KPIs y presupuesto disponible para verificación pública.","https://www.facebook.com/PartidoDemocrataUnidoPeru/","1","https://candidatosperu2026.neocities.org/"
"pdf-va","Virgilio Acuña","Partido Democrático Federal","seguridad","Seguridad","Mensajes de orden y coordinación interinstitucional; sin plan sectorial 2024–2025 con metas públicas.","Plantea enfrentar la criminalidad con “principio de autoridad” y mejor coordinación entre niveles de gobierno dentro de un Estado federal, priorizando presencia estatal, infraestructura y gestión territorial. No publicó en 2024–2025 un plan sectorial propio con metas, presupuesto y cronograma; su sustento público proviene de entrevistas y vocerías partidarias.","https://democraticofederal.com/; https://www.youtube.com/watch?v=uRsrLXvGgTU","2","https://candidatosperu2026.neocities.org/"
"pdf-va","Virgilio Acuña","Partido Democrático Federal","educacion","Educacion","Enfoque descentralizador; sin documento sectorial reciente con KPIs.","La línea discursiva vincula calidad educativa con gestión descentralizada y financiamiento regional estable dentro de un federalismo fiscal. No se encontró un documento programático 2024–2025 firmado por el candidato con metas medibles, cronograma y presupuesto; la sustentación disponible se basa en presentaciones públicas y contenidos partidarios.","https://democraticofederal.com/","1","https://candidatosperu2026.neocities.org/"
"pdf-va","Virgilio Acuña","Partido Democrático Federal","mineria","Mineria","Sin propuesta sectorial propia publicada con indicadores.","No hay un plan minero propio publicado por el candidato con objetivos, indicadores, enfoque de conflictividad y trazabilidad socioambiental en 2024–2025. Se deja constancia de ausencia de fuente fiable específica.","","0","https://candidatosperu2026.neocities.org/"
"pdf-va","Virgilio Acuña","Partido Democrático Federal","produccion","Produccion","Impulso a infraestructura regional; sin cronograma y presupuesto verificables.","Sostiene que el federalismo permitiría políticas productivas según vocación regional y cierre de brechas de infraestructura logística. A 2024–2025 no se localiza un plan productivo firmado por el candidato con metas, inversiones y cronograma verificables; el respaldo público son entrevistas y el ideario del partido.","https://democraticofederal.com/; https://www.youtube.com/watch?v=L0MqmgYZID","2","https://candidatosperu2026.neocities.org/"
"pdf-va","Virgilio Acuña","Partido Democrático Federal","economia","Economia","Federalismo fiscal; no hay marco macro propio 2024–2025 con metas.","Defiende un federalismo fiscal con descentralización de ingresos y competencias, buscando eficiencia del gasto y responsabilidad en cada región. No se halló un marco macroeconómico propio 2024–2025 con metas de crecimiento, déficit o inversión; el soporte disponible son piezas de comunicación política y su libro “Perú Federal”.","https://democraticofederal.com/; https://www.planetadelibros.com.pe/libro-peru-federal/362977","2","https://candidatosperu2026.neocities.org/"
"pdf-va","Virgilio Acuña","Partido Democrático Federal","social","Social","Cohesión desde servicios públicos regionales; sin plan social nacional con KPIs.","Propone que los servicios sociales (salud, agua, conectividad) se gestionen con mayor autonomía regional y control ciudadano, articulados a la reducción de pobreza desde el territorio. No hay un plan social nacional propio 2024–2025 con KPIs y presupuesto publicados.","https://democraticofederal.com/","1","https://candidatosperu2026.neocities.org/"
"cpp-mq","Morgan Quero","Ciudadanos por el Perú (CPP)","seguridad","Seguridad","Respaldó la narrativa de “control” de la inseguridad desde el Ejecutivo; sin plan sectorial propio 2024–2025 publicado.","Como ministro, sostuvo que la crisis de inseguridad estaba “más controlada”, aludiendo a avances sectoriales del gobierno y a reducción de extorsiones a colegios; no presentó un plan de seguridad propio con metas y presupuesto 2024–2025. Hay críticas por minimizar responsabilidades del Ejecutivo frente a la ola delictiva.","https://www.infobae.com/peru/2025/07/03/morgan-quero-asegura-que-crisis-de-inseguridad-esta-mucho-mas-controlada-pero-sinadef-reporta-mas-de-mil-homicidios-en-lo-que-va-del-ano/; https://larepublica.pe/politica/2025/05/08/ministro-morgan-quero-se-lava-las-manos-y-responsabiliza-a-la-poblacion-por-su-seguridad-no-salgan-sin-tomar-previsiones-hnews-116200","2","https://candidatosperu2026.neocities.org/"
"cpp-mq","Morgan Quero","Ciudadanos por el Perú (CPP)","educacion","Educacion","Impulsó que el Presupuesto 2025 incluya aumentos salariales para docentes (anuncio público).","Anunció que la propuesta de Presupuesto Público 2025 incluía aumento salarial a docentes y reafirmó continuar la “política educativa salarial” a favor del magisterio. Ordenó además una auditoría interna del Despacho Ministerial para transparentar recursos ante cuestionamientos.","https://rpp.pe/politica/gobierno/morgan-quero-anuncio-que-propuesta-de-presupuesto-publico-2025-incluyo-aumento-salarial-a-docentes-noticia-1583040; https://www.infobae.com/peru/2025/09/24/ministro-de-educacion-ordena-auditoria-en-el-minedu-para-transparentar-uso-de-recursos-tras-cuestionamientos/","2","https://candidatosperu2026.neocities.org/"
"cpp-mq","Morgan Quero","Ciudadanos por el Perú (CPP)","mineria","Mineria","Sin propuesta sectorial propia con metas verificables publicada.","No se encontró documento programático propio con metas/indicadores sobre minería publicado en 2024–2025.","","0","https://candidatosperu2026.neocities.org/"
"cpp-mq","Morgan Quero","Ciudadanos por el Perú (CPP)","produccion","Produccion","Sin lineamientos productivos propios con cronograma y presupuesto.","No hay lineamientos productivos sectoriales propios con metas y cronograma verificados en 2024–2025.","","0","https://candidatosperu2026.neocities.org/"
"cpp-mq","Morgan Quero","Ciudadanos por el Perú (CPP)","economia","Economia","Sin marco macro propio 2024–2025; mensajes sobre eficiencia del gasto en su sector.","Sin plan macroeconómico propio 2024–2025. Mensajes dispersos sobre eficiencia del gasto desde su gestión en Educación.","","0","https://candidatosperu2026.neocities.org/"
"cpp-mq","Morgan Quero","Ciudadanos por el Perú (CPP)","social","Social","Sin plan social propio nacional con KPIs; mensajes de cohesión e institucionalidad.","No se halló plan social nacional propio con KPIs y presupuesto. Discurso general de institucionalidad y servicios públicos.","","0","https://candidatosperu2026.neocities.org/"
"pm-cj","Carlos Jaico","Perú Moderno","seguridad","Seguridad","Mensaje de orden e institucionalidad; sin plan sectorial 2024–2025 con metas verificables publicado.","Plantea restablecer el “principio de autoridad” y ordenar la gestión pública para enfrentar crimen y economías ilegales, priorizando coordinación interinstitucional y controles internos. Su discurso se apoya en la crítica a estructuras informales de poder dentro del Estado y en la necesidad de reglas claras y trazabilidad de decisiones. No se encontró en 2024–2025 un plan sectorial propio firmado por el candidato con metas, presupuesto y cronograma; el soporte público proviene de entrevistas y vocería partidaria.","https://perumoderno.com/; https://peru21.pe/politica/carlos-jaico-sobre-su-paso-por-palacio-un-sistema-asi-solo-puede-darle-rienda-suelta-a-la-corrupcion-rmmn-noticia/","2","https://candidatosperu2026.neocities.org/"
"pm-cj","Carlos Jaico","Perú Moderno","educacion","Educacion","Sin documento programático propio reciente con KPIs y presupuesto.","No hay documento programático propio 2024–2025 con metas, KPIs y presupuesto atribuible a su precandidatura. En su narrativa general, vincula calidad de servicios con meritocracia y gestión por resultados, pero sin una matriz educativa publicada por el partido o el candidato.","https://perumoderno.com/","1","https://candidatosperu2026.neocities.org/"
"pm-cj","Carlos Jaico","Perú Moderno","mineria","Mineria","Sin propuesta sectorial propia con indicadores y cronograma público.","No se identificó propuesta minera detallada (metas, cronograma, presupuesto y enfoque socioambiental) publicada por el candidato o el partido en 2024–2025. Se deja constancia de ausencia de fuente confiable específica.","","0","https://candidatosperu2026.neocities.org/"
"pm-cj","Carlos Jaico","Perú Moderno","produccion","Produccion","Sin lineamientos productivos nacionales formalizados 2024–2025.","Sin lineamientos productivos nacionales formalizados en 2024–2025. El énfasis público de campaña se centra en orden institucional y lucha contra redes informales, más que en políticas sectoriales con indicadores.","https://perumoderno.com/noticias.html","1","https://candidatosperu2026.neocities.org/"
"pm-cj","Carlos Jaico","Perú Moderno","economia","Economia","Sin marco macro propio 2024–2025; énfasis en eficiencia y control del gasto.","No hay marco macro 2024–2025 firmado por el candidato con metas de crecimiento, déficit e inversión. Su línea general privilegia integridad, eficiencia del gasto y previsibilidad regulatoria para atraer inversión, sin un plan económico público con KPIs.","https://perumoderno.com/","1","https://candidatosperu2026.neocities.org/"
"pm-cj","Carlos Jaico","Perú Moderno","social","Social","Sin plan social nacional con KPIs publicado; foco discursivo en servicios e integridad.","No se halló un plan social nacional con KPIs y presupuesto. El discurso remarca servicios públicos de calidad y transparencia en la asignación de recursos; falta un documento sectorial propio actualizado para 2024–2025.","https://perumoderno.com/","1","https://candidatosperu2026.neocities.org/"
"pp-jlg","José Luna Gálvez","Podemos Perú","seguridad","Seguridad","Sin plan sectorial propio 2024–2025 con metas verificables.","No se halló un plan de seguridad firmado por el candidato (2024–2025) con metas, presupuesto y cronograma. El discurso público se centra en “orden e institucionalidad”, sin matriz técnica publicada.","","0","https://candidatosperu2026.neocities.org/"
"pp-jlg","José Luna Gálvez","Podemos Perú","educacion","Educacion","Sin documento nacional propio reciente; antecedente empresarial en educación privada (Telesup).","No existe un plan educativo nacional propio 2024–2025 con KPIs. El antecedente relevante es su rol empresarial en Telesup, universidad a la que SUNEDU denegó el licenciamiento en 2019 y ordenó cese progresivo.","https://gestion.pe/peru/universidad-telesup-jose-luna-debera-cerrar-licenciamiento-denegado-268585-noticia/; https://larepublica.pe/sociedad/2021/11/22/telesup-por-que-no-recibio-licenciamiento-de-sunedu-y-que-ha-hecho-para-evitar-su-cierre","2","https://candidatosperu2026.neocities.org/"
"pp-jlg","José Luna Gálvez","Podemos Perú","mineria","Mineria","Sin propuesta sectorial propia publicada con indicadores.","No se encontró propuesta minera propia con metas e indicadores publicada en 2024–2025.","","0","https://candidatosperu2026.neocities.org/"
"pp-jlg","José Luna Gálvez","Podemos Perú","produccion","Produccion","Mensajes sobre empleo y MYPE; sin cronograma ni presupuesto verificables.","Mensajes sobre empleo/MYPE en plataformas partidarias; no hay plan productivo con indicadores, cronograma y presupuesto verificables.","https://podemosperu.org.pe/","1","https://candidatosperu2026.neocities.org/"
"pp-jlg","José Luna Gálvez","Podemos Perú","economia","Economia","Énfasis en formalización/anticorrupción; sin marco macro propio 2024–2025.","Sin marco macroeconómico 2024–2025 firmado por el candidato. El partido difunde piezas sobre “leyes del pueblo” y cuestionamientos a las AFP, sin documento macro integral.","https://podemosperu.org.pe/","1","https://candidatosperu2026.neocities.org/"
"pp-jlg","José Luna Gálvez","Podemos Perú","social","Social","Sin plan social nacional con KPIs publicado.","No se halló plan social nacional con KPIs y presupuesto. La comunicación oficial prioriza asistencia social y crítica a privilegios.","https://podemosperu.org.pe/","1","https://candidatosperu2026.neocities.org/"
"prog-pj","Paul Jaimes","Progresemos","seguridad","Seguridad","Propone pena de muerte y “mano firme”; coordinación interinstitucional.","Sostiene “mano firme” y propone la pena de muerte para crímenes graves, incluso planteando la salida del Pacto de San José; además, ha hablado de crear un penal en altura y de reforzar coordinación PNP–FF.AA. y controles tecnológicos. Sus posiciones se exponen en entrevistas televisivas y radiales. No se halló, a 2024–2025, un plan sectorial firmado con metas, presupuesto y cronograma.","https://www.stereovilla.pe/detalles/1559; https://www.expreso.com.pe/politica/partido-progresemos-a-favor-de-pena-capital-ya-no-hay-lugar-para-tibios-senala-fundador-paul-jaimes-blanco-congreso-miguel-llanos-corte-idh-noticia/1158435/","2","https://candidatosperu2026.neocities.org/"
"prog-pj","Paul Jaimes","Progresemos","educacion","Educacion","Sin plan sectorial propio 2024–2025 con metas y presupuesto publicado.","No se identificó un documento programático propio 2024–2025 con metas, cronograma y presupuesto atribuible al candidato o al partido. En su discurso general vincula calidad de servicios y meritocracia, pero sin matriz educativa publicada.","","0","https://candidatosperu2026.neocities.org/"
"prog-pj","Paul Jaimes","Progresemos","mineria","Mineria","Sin propuesta sectorial propia con indicadores verificables publicada.","No hay lineamientos mineros detallados (objetivos, indicadores, gestión de conflictos y trazabilidad socioambiental) publicados por el candidato en 2024–2025.","","0","https://candidatosperu2026.neocities.org/"
"prog-pj","Paul Jaimes","Progresemos","produccion","Produccion","Sin lineamientos productivos formales con cronograma y KPIs.","No se halló un plan productivo nacional con KPIs, cronograma e inversión. El foco comunicacional del partido prioriza agenda ambiental/animalista y orden institucional.","https://progresemos.pe/","1","https://candidatosperu2026.neocities.org/"
"prog-pj","Paul Jaimes","Progresemos","economia","Economia","Enfoque de eficiencia del gasto; sin marco macro propio 2024–2025.","Sin marco macroeconómico propio actualizado 2024–2025 con metas de crecimiento, déficit o inversión; el énfasis público está en eficiencia del gasto y control del Estado.","","0","https://candidatosperu2026.neocities.org/"
"prog-pj","Paul Jaimes","Progresemos","social","Social","Agenda animalista/ambiental; sin plan social nacional con KPIs.","Agenda animalista y ambiental: promover bienestar animal e incorporar la protección de la naturaleza en la política pública. A falta de un plan social con KPIs y presupuesto, se deja constancia de la ausencia de documento sectorial.","https://rpp.pe/politica/elecciones/somos-el-primer-partido-ecologista-animalista-de-latinoamerica-afirma-paul-jaimes-precandidato-presidencial-de-progresemos-noticia-1658223","1","https://candidatosperu2026.neocities.org/"
"prin-wc","Walter Chirinos","PRIN (Partido Regionalista de Integración Nacional)","seguridad","Seguridad","“Por un Perú sin miedo”: mano firme contra crimen y coordinación PNP–FF.AA.","Eje “Por un Perú sin miedo”: operaciones integradas, principio de autoridad y medidas punitivas contra crimen organizado; propone reforzar coordinación PNP–FF.AA. y controles tecnológicos. Sustento público en notas/entrevistas; no hay plan sectorial firmado con metas, presupuesto y cronograma (2024–2025).","https://eleccionesperu.pe/por-un-peru-sin-miedo-walter-chirinos-precandidato-presidencial-presenta-su-propuesta-mas-firme-contra-la-delincuencia/; https://www.youtube.com/watch?v=-q8kqAw2X2E","2","https://candidatosperu2026.neocities.org/"
"prin-wc","Walter Chirinos","PRIN (Partido Regionalista de Integración Nacional)","educacion","Educacion","Sin plan sectorial propio 2024–2025 con metas y presupuesto publicado.","No se identificó documento programático propio 2024–2025 con metas, KPIs y presupuesto. El ideario partidario enfatiza valores, ética pública e inclusión desde la descentralización.","https://prin.org.pe/acerca-de","1","https://candidatosperu2026.neocities.org/"
"prin-wc","Walter Chirinos","PRIN (Partido Regionalista de Integración Nacional)","mineria","Mineria","Sin propuesta sectorial propia con indicadores verificables publicada.","No hay lineamientos mineros propios publicados con objetivos, indicadores y enfoque socioambiental (2024–2025). Se deja constancia.","","0","https://candidatosperu2026.neocities.org/"
"prin-wc","Walter Chirinos","PRIN (Partido Regionalista de Integración Nacional)","produccion","Produccion","Impulso productivo regional; sin cronograma/ KPIs públicos.","Narrativa regionalista: impulsar cadenas de valor e infraestructura desde regiones y movimientos regionales (coalición electoral 2026). No se halló plan productivo con KPIs y cronograma.","https://prin.org.pe/noticias/ayacucho-el-prin-y-la-asociacion-de-movimientos-regionales-firman-coalicion-electoral-para-2026-1207; https://prin.org.pe/","2","https://candidatosperu2026.neocities.org/"
"prin-wc","Walter Chirinos","PRIN (Partido Regionalista de Integración Nacional)","economia","Economia","Eficiencia y control del gasto; sin marco macro propio 2024–2025.","Mensajes de integridad, control del gasto y eficiencia en adquisiciones públicas; sin marco macroeconómico 2024–2025 con metas de crecimiento, déficit e inversión.","https://prin.org.pe/","1","https://candidatosperu2026.neocities.org/"
"prin-wc","Walter Chirinos","PRIN (Partido Regionalista de Integración Nacional)","social","Social","Descentralización de servicios; sin plan social nacional con KPIs.","Descentralización y presencia estatal en territorio para mejorar servicios; sin plan social nacional con KPIs y presupuesto publicado (2024–2025).","https://prin.org.pe/acerca-de","1","https://candidatosperu2026.neocities.org/"
"un-rc","Roberto Chiabra","Alianza Unidad Nacional","seguridad","Seguridad","Plan en tres fases (prevención–intervención–resocialización); medidas excepcionales ante crisis; coordinación interinstitucional.","Ha expuesto un esquema en tres fases (prevención, intervención y resocialización) y la necesidad de medidas excepcionales por la magnitud de la inseguridad; se ha pronunciado también sobre el debate de la pena de muerte en casos de violación de menores.","https://www.youtube.com/watch?v=4o7x-z_UoTg; https://www.youtube.com/watch?v=DB5lr6RgD08; https://www.facebook.com/radionacionaldelperu/posts/1015661830603508/","3","https://candidatosperu2026.neocities.org/"
"un-rc","Roberto Chiabra","Alianza Unidad Nacional","educacion","Educacion","Sin plan sectorial propio con metas y presupuesto publicadas en 2024–2025.","No se identificó un documento programático propio del candidato, con metas, cronograma y presupuesto, publicado en 2024–2025.","","0","https://candidatosperu2026.neocities.org/"
"un-rc","Roberto Chiabra","Alianza Unidad Nacional","mineria","Mineria","Enfoque de seguridad sobre economías ilegales (minería ilegal) dentro de la lucha contra el crimen; sin plan minero propio detallado.","Planteamientos ligados al control del crimen organizado y de la minería ilegal desde el enfoque de seguridad; no hay plan minero sectorial propio con indicadores.","https://www.youtube.com/watch?v=4o7x-z_UoTg","1","https://candidatosperu2026.neocities.org/"
"un-rc","Roberto Chiabra","Alianza Unidad Nacional","produccion","Produccion","Sin lineamientos productivos específicos publicados en 2024–2025.","No se hallaron lineamientos productivos específicos del candidato en fuente primaria/seria con detalle técnico en 2024–2025.","","0","https://candidatosperu2026.neocities.org/"
"un-rc","Roberto Chiabra","Alianza Unidad Nacional","economia","Economia","Crítica al Presupuesto 2025 y llamado a disciplina del gasto; énfasis anticorrupción.","Votó en contra del Presupuesto 2025 alegando razones de ética y prudencia fiscal; plantea disciplina del gasto y eficiencia.","https://www.facebook.com/JLVNOTICIAS28/videos/general-roberto-chiabra-mi-voto-en-contra-del-presupuesto-nacional-del-2025-fue-/1297859638701697/","1","https://candidatosperu2026.neocities.org/"
"un-rc","Roberto Chiabra","Alianza Unidad Nacional","social","Social","Institucionalidad, servicios públicos y seguridad ciudadana como eje; sin matriz social propia con KPIs publicada.","En entrevistas enfatiza institucionalidad democrática, lucha contra la corrupción y seguridad como base de cohesión social; sin plan social con KPIs publicado.","https://www.youtube.com/watch?v=d55-FOpbDOo","1","https://candidatosperu2026.neocities.org/"
"fdc","Francisco Diez Canseco","Perú Acción","seguridad","Seguridad","Endurecer penas y reforzar PNP.","","","0","https://candidatosperu2026.neocities.org/"
"fdc","Francisco Diez Canseco","Perú Acción","educacion","Educacion","Calidad educativa y carrera docente.","","","0","https://candidatosperu2026.neocities.org/"
"fdc","Francisco Diez Canseco","Perú Acción","mineria","Mineria","Estabilidad jurídica e inversión.","","","0","https://candidatosperu2026.neocities.org/"
"fdc","Francisco Diez Canseco","Perú Acción","produccion","Produccion","Apertura comercial.","","","0","https://candidatosperu2026.neocities.org/"
"fdc","Francisco Diez Canseco","Perú Acción","economia","Economia","Promercado.","","","0","https://candidatosperu2026.neocities.org/"
"fdc","Francisco Diez Canseco","Perú Acción","social","Social","Conservador.","","","0","https://candidatosperu2026.neocities.org/"